-0.14877625, 0.0, 0.0
-0.14877625, 0.0, 0.0
0.0617225, -0.2685025, 0.14779625
-0.35217875, 0.280595, 0.14779625
-0.907655, 1.0115175, 0.14779625
-1.14795625, 1.49954, 0.14779625
-1.14795625, 2.0906375, 0.14779625
-0.9906575, 0.50666, 0.14779625
-1.22605875, 0.50666, 0.14779625
-0.814135, -1.1915925, 0.14779625
-0.32556125, -2.97157, 0.4611425
-0.32556125, -3.2379725, 0.4611425
-0.6577375, -2.756075, 0.65636375
-0.41346375, -3.1904775, 0.83356
-0.568015, -3.1904775, 0.83356
-0.50889125, -3.1904775, 0.83356
-0.50889125, -3.46038, 0.83356
-0.1869175, -3.46038, 0.59460625
-0.52399375, -3.46038, 0.59460625
-0.473445, -3.46038, 0.7303275
