0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.6073375, -0.371, 0.9687125
1.32965, 0.034825, 0.9687125
1.1407375, -0.00035, 0.9687125
2.748725, -1.06785, 0.844725
3.7354625, -1.4154, 0.6902875
3.7898, -1.4154, 0.6902875
3.5854875, -1.224125, 0.73465
1.56975, 0.35105, 1.1834375
0.7177625, 1.273125, 0.90755
0.349825, 1.299025, 1.1346125
-0.4857125, 0.842975, 1.02655
-1.11825, 0.95025, 0.9328375
-1.4385875, 1.01955, 0.9328375
-1.4385875, 1.01955, 0.9328375
-1.090775, 0.95795, 0.6937
-1.3278125, 0.78155, 0.4629625
-1.26245, 0.78155, 0.545475
