0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, -0.007035, 0.0
0.0, -0.007035, -0.00328125
0.0, -0.007035, -0.00328125
0.0, -0.007035, -0.00328125
0.0, -0.007035, -0.00328125
0.0, -0.007035, -0.00328125
0.0, -0.01477, -0.0058625
0.0, -0.01477, -0.0058625
0.0, -0.01477, -0.00984375
0.0, -0.01918, -0.00984375
-0.00468125, -0.025515, -0.00984375
-0.00468125, -0.025515, -0.00984375
-0.00468125, -0.030975, -0.00984375
-0.00468125, -0.030975, -0.00984375
-0.00468125, -0.026985, -0.00984375
-0.00468125, -0.032445, -0.00984375
-0.00468125, -0.032445, -0.00984375
-0.00468125, -0.037905, -0.00984375
-0.0006125, -0.037905, -0.00984375
-0.0006125, -0.043015, -0.00984375
-0.0006125, -0.043015, -0.00984375
-0.0006125, -0.043015, -0.00984375
-0.0006125, -0.049175, -0.00984375
-0.0006125, -0.049175, -0.00984375
-0.0006125, -0.049175, -0.01295
-0.0006125, -0.054285, -0.01295
-0.0006125, -0.054285, -0.01553125
-0.0006125, -0.054285, -0.01553125
-0.0006125, -0.054285, -0.01553125
-0.0006125, -0.054285, -0.01553125
0.00380625, -0.05887, -0.01553125
0.00380625, -0.05887, -0.01553125
0.00380625, -0.05887, -0.01553125
0.00380625, -0.05887, -0.01553125
0.00380625, -0.05887, -0.01553125
0.00380625, -0.05887, -0.01553125
0.00380625, -0.05887, -0.01553125
0.00380625, -0.05887, -0.01553125
0.00380625, -0.05887, -0.01553125
0.00380625, -0.05887, -0.01553125
0.00380625, -0.06433, -0.01553125
0.00380625, -0.06433, -0.01553125
0.00380625, -0.06433, -0.01553125
0.00380625, -0.068915, -0.01553125
0.00380625, -0.068915, -0.01553125
0.00380625, -0.068915, -0.01553125
0.00380625, -0.068915, -0.01553125
0.00380625, -0.0735, -0.01553125
0.00380625, -0.07931, -0.01553125
0.00380625, -0.084245, -0.01553125
0.00380625, -0.089005, -0.01553125
0.00380625, -0.089005, -0.01553125
0.00380625, -0.089005, -0.01553125
0.00380625, -0.089005, -0.01553125
0.00380625, -0.089005, -0.01553125
0.00380625, -0.089005, -0.01553125
0.00380625, -0.089005, -0.01553125
-0.00175, -0.089005, -0.01553125
0.00284375, -0.089005, -0.0184625
-0.0034125, -0.089005, -0.0184625
-0.0034125, -0.09324, -0.0184625
-0.00826875, -0.09324, -0.0184625
-0.00826875, -0.09975, -0.0184625
-0.00826875, -0.09975, -0.0184625
-0.00826875, -0.09975, -0.02191875
-0.00826875, -0.10521, -0.02191875
-0.00826875, -0.10521, -0.0252
-0.00826875, -0.10521, -0.02848125
-0.014525, -0.10521, -0.02848125
-0.00538125, -0.111895, -0.1269625
-0.00538125, -0.11928, -0.18291875
0.0118125, -0.083265, -0.17115
-0.01736875, -0.129675, -0.16778125
0.001925, -0.090335, -0.2643375
-0.01378125, -0.113295, -0.25274375
-0.0095375, -0.13608, -0.248325
-0.00494375, -0.09009, -0.34645625
-0.00494375, -0.14525, -0.3350375
-0.01365, -0.10591, -0.34566875
0.00196875, -0.113995, -0.34566875
-0.0104125, -0.132405, -0.34195
-0.04834375, -0.09499, -0.32983125
-0.025025, -0.12005, -0.3247125
-0.04178125, -0.11151, -0.30979375
-0.04178125, -0.118545, -0.2961
-0.0133875, -0.128905, -0.30008125
-0.04326875, -0.128905, -0.2961875
-0.02625, -0.116515, -0.29981875
-0.02625, -0.13195, -0.2954
-0.05193125, -0.12341, -0.30515625
-0.0315875, -0.138845, -0.3154375
0.00100625, -0.13328, -0.29351875
-0.0112, -0.128415, -0.29351875
0.00476875, -0.15995, -0.3878
0.00476875, -0.13391, -0.3878
-0.0910875, -0.143745, -0.3878
-0.05096875, -0.159705, -0.38198125
-0.08085, -0.137865, -0.3866625
-0.07135625, -0.1666, -0.38084375
-0.0377125, -0.148785, -0.3843
-0.07966875, -0.144445, -0.3843
-0.046025, -0.157255, -0.47420625
-0.05455625, -0.09464, -0.5649875
-0.05455625, -0.138075, -0.54779375
-0.0329875, -0.138075, -0.54779375
-0.04641875, -0.106785, -0.5565
-0.029225, -0.144445, -0.54648125
-0.05840625, -0.115255, -0.5548375
-0.0258125, -0.121415, -0.5548375
-0.06129375, -0.128275, -0.56564375
-0.057225, -0.116235, -0.56564375
-0.06348125, -0.14602, -0.5488
-0.0333375, -0.12593, -0.55593125
-0.03819375, -0.14609, -0.55593125
-0.056525, -0.154525, -0.55593125
-0.04195625, -0.14161, -0.5611375
-0.1511125, -0.14161, -0.5611375
-0.07126875, -0.16177, -0.55654375
-0.167825, -0.13083, -0.5656
-0.11213125, -0.167965, -0.55768125
-0.11213125, -0.155575, -0.5630625
-0.1509375, -0.155575, -0.5630625
-0.09086875, -0.17941, -0.55741875
-0.21, -0.16562, -0.564025
-0.18020625, -0.180705, -0.55978125
-0.1932875, -0.180705, -0.55978125
-0.1932875, -0.186515, -0.55978125
-0.1932875, -0.178325, -0.5628875
-0.19884375, -0.184835, -0.5628875
-0.192675, -0.184835, -0.56056875
-0.21013125, -0.172095, -0.5635
-0.1852375, -0.19383, -0.55593125
-0.21004375, -0.17794, -0.5606125
-0.1932, -0.183925, -0.55829375
-0.20505625, -0.18991, -0.478975
5.4865125, -5.503995, -0.54193125
It flipped!It flipped!-0.30051875, -4.729655, -6.2927375
It flipped!5.39105, -4.30479, -9.92184375
It flipped!It flipped!3.99214375, 1.323, -10.604825
It flipped!-1.7948875, 5.462765, -13.44468125
It flipped!-7.58191875, 4.432855, -11.9679875
It flipped!It flipped!-13.36895, 10.016545, -10.86771875
It flipped!It flipped!-17.41858125, 15.644335, -8.07625
It flipped!It flipped!-12.1860375, 21.272125, -2.35335625
It flipped!It flipped!-6.49446875, 24.520615, 3.3695375
It flipped!It flipped!-0.8029, 22.11188, 9.09243125
It flipped!1.64101875, 16.27122, 14.815325
It flipped!-0.6775125, 11.53271, 20.53821875
It flipped!-5.08309375, 9.904125, 26.2611125
It flipped!It flipped!-9.343075, 11.99849, 31.98400625
It flipped!It flipped!-11.73913125, 15.741005, 37.7069
It flipped!It flipped!-12.5981625, 19.351745, 43.30729375
It flipped!It flipped!-13.69799375, 22.976835, 48.1859875
It flipped!It flipped!-15.146425, 27.694275, 51.87345625
It flipped!It flipped!-16.20723125, 32.81614, 53.98155
It flipped!It flipped!-15.0357375, 36.70058, 55.46909375
It flipped!It flipped!-13.31194375, 37.87112, 56.2555875
It flipped!It flipped!-8.722525, 39.002985, 55.54670625
It flipped!It flipped!-3.03095625, 42.577325, 52.4951
It flipped!It flipped!0.2975875, 46.71709, 50.08854375
It flipped!-1.29976875, 51.47443, 48.5387875
It flipped!-7.0868, 53.54167, 46.56623125
It flipped!It flipped!-12.85213125, 52.188885, 44.419025
It flipped!It flipped!-13.9425125, 49.479675, 41.52089375
It flipped!It flipped!-11.53429375, 45.69089, 36.3132875
It flipped!It flipped!-6.136025, 49.76188, 30.56248125
It flipped!It flipped!-7.00748125, 54.86607, 24.811675
It flipped!It flipped!-7.7594125, 52.204285, 19.06086875
It flipped!It flipped!-2.07344375, 50.064175, 13.3100625
It flipped!3.0135, 53.86479, 7.55925625
It flipped!It flipped!4.08191875, 56.304605, 4.612125
It flipped!It flipped!3.3831875, 56.41342, 3.59209375
It flipped!It flipped!
