0.0, 0.0, 0.0
-0.11172, 0.0, 0.0
-0.11172, 0.0, 0.0
-0.11172, 0.0, 0.0
-0.11172, 0.0, 0.0
-0.11172, 0.0, 0.0
-0.11172, 0.0, -0.06334125
-0.11172, 0.0, -0.06334125
-0.11172, 0.0, -0.06334125
-0.11172, -0.07672, -0.06334125
-0.11172, -0.07672, -0.06334125
-0.11172, -0.07672, -0.1616825
-0.11172, -0.07672, -0.1616825
-0.11172, -0.07672, -0.1616825
-0.11172, -0.07672, -0.1616825
-0.11172, -0.07672, -0.1616825
-0.11172, -0.07672, -0.1616825
-0.11172, -0.07672, -0.1616825
-0.11172, -0.07672, -0.1616825
-0.11172, -0.07672, -0.1616825
